Id,Weekly_Sales
15_12_2013-07-05,4042.245849609375
15_12_2013-07-12,5572.890625
15_12_2013-07-19,6141.57958984375
15_12_2013-07-26,6435.248046875
15_13_2012-11-02,32099.466796875
15_13_2012-11-09,33390.203125
15_13_2012-11-16,34402.72265625
15_13_2012-11-23,46126.2734375
15_13_2012-11-30,37574.3515625
15_13_2012-12-07,36503.57421875
15_13_2012-12-14,33860.21875
15_13_2012-12-21,34051.5
15_13_2012-12-28,30603.599609375
15_13_2013-01-04,30060.603515625
15_13_2013-01-11,32178.099609375
15_13_2013-01-18,33176.35546875
15_13_2013-01-25,34074.65234375
15_13_2013-02-01,27723.142578125
15_13_2013-02-08,34379.63671875
15_13_2013-02-15,36186.84765625
15_13_2013-02-22,33907.80859375
15_13_2013-03-01,34013.390625
15_13_2013-03-08,34748.98046875
15_13_2013-03-15,34360.265625
15_13_2013-03-22,35451.484375
15_13_2013-03-29,35541.56640625
15_13_2013-04-05,34401.62109375
15_13_2013-04-12,33367.75
15_13_2013-04-19,32427.630859375
15_13_2013-04-26,33012.953125
15_13_2013-05-03,29873.568359375
15_13_2013-05-10,33895.90625
15_13_2013-05-17,33389.48828125
15_13_2013-05-24,31094.15234375
15_13_2013-05-31,30173.599609375
15_13_2013-06-07,32705.728515625
15_13_2013-06-14,30012.78125
15_13_2013-06-21,29916.716796875
15_13_2013-06-28,31064.158203125
15_13_2013-07-05,27602.2421875
15_13_2013-07-12,29132.888671875
15_13_2013-07-19,29701.583984375
15_13_2013-07-26,29995.251953125
15_14_2012-11-02,18092.8984375
15_14_2012-11-09,19383.646484375
15_14_2012-11-16,20396.15625
15_14_2012-11-23,32119.740234375
15_14_2012-11-30,23567.79296875
15_14_2012-12-07,22497.005859375
15_14_2012-12-14,19853.654296875
15_14_2012-12-21,20044.9296875
15_14_2012-12-28,16597.0234375
15_14_2013-01-04,16054.0361328125
15_14_2013-01-11,18171.529296875
15_14_2013-01-18,19169.78125
15_14_2013-01-25,20068.08203125
15_14_2013-02-01,13716.578125
15_14_2013-02-08,20373.060546875
15_14_2013-02-15,22180.2734375
15_14_2013-02-22,19901.2421875
15_14_2013-03-01,20006.81640625
15_14_2013-03-08,20742.404296875
15_14_2013-03-15,20353.6875
15_14_2013-03-22,21444.919921875
15_14_2013-03-29,21534.998046875
15_14_2013-04-05,20395.064453125
15_14_2013-04-12,19361.17578125
15_14_2013-04-19,18421.05859375
15_14_2013-04-26,19006.390625
15_14_2013-05-03,15866.9892578125
15_14_2013-05-10,19889.328125
15_14_2013-05-17,19382.927734375
15_14_2013-05-24,17087.59765625
15_14_2013-05-31,16167.0244140625
15_14_2013-06-07,18699.16015625
15_14_2013-06-14,16006.216796875
15_14_2013-06-21,15910.1552734375
15_14_2013-06-28,17057.587890625
15_14_2013-07-05,13595.6806640625
15_14_2013-07-12,15126.326171875
15_14_2013-07-19,15695.0234375
15_14_2013-07-26,15988.6826171875
15_16_2012-11-02,17661.392578125
15_16_2012-11-09,18952.138671875
15_16_2012-11-16,19964.646484375
15_16_2012-11-23,31688.234375
15_16_2012-11-30,23136.28515625
15_16_2012-12-07,22065.49609375
15_16_2012-12-14,19422.140625
15_16_2012-12-21,19613.41015625
15_16_2012-12-28,16165.51953125
15_16_2013-01-04,15622.521484375
15_16_2013-01-11,17740.029296875
15_16_2013-01-18,18738.275390625
15_16_2013-01-25,19636.580078125
15_16_2013-02-01,13285.07421875
15_16_2013-02-08,19941.552734375
15_16_2013-02-15,21748.76953125
15_16_2013-02-22,19469.73046875
15_16_2013-03-01,19575.3203125
15_16_2013-03-08,20310.900390625
15_16_2013-03-15,19922.1875
15_16_2013-03-22,21013.41796875
15_16_2013-03-29,21103.49609375
15_16_2013-04-05,19963.556640625
15_16_2013-04-12,18929.666015625
15_16_2013-04-19,17989.5546875
15_16_2013-04-26,18574.8828125
15_16_2013-05-03,15435.4833984375
15_16_2013-05-10,19457.8203125
15_16_2013-05-17,18951.427734375
15_16_2013-05-24,16656.078125
15_16_2013-05-31,15735.5263671875
15_16_2013-06-07,18267.654296875
15_16_2013-06-14,15574.7138671875
15_16_2013-06-21,15478.65234375
15_16_2013-06-28,16626.08203125
15_16_2013-07-05,13164.173828125
15_16_2013-07-12,14694.8193359375
15_16_2013-07-19,15263.509765625
15_16_2013-07-26,15557.1806640625
15_17_2012-11-02,13940.41015625
15_17_2012-11-09,15231.166015625
15_17_2012-11-16,16243.671875
15_17_2012-11-23,27967.251953125
15_17_2012-11-30,19415.310546875
15_17_2012-12-07,18344.525390625
15_17_2012-12-14,15701.171875
15_17_2012-12-21,15892.44921875
15_17_2012-12-28,12444.541015625
15_17_2013-01-04,11901.54296875
15_17_2013-01-11,14019.05078125
15_17_2013-01-18,15017.30078125
15_17_2013-01-25,15915.6083984375
15_17_2013-02-01,9564.1005859375
15_17_2013-02-08,16220.5751953125
15_17_2013-02-15,18027.802734375
15_17_2013-02-22,15748.7626953125
15_17_2013-03-01,15854.3330078125
15_17_2013-03-08,16589.931640625
15_17_2013-03-15,16201.2099609375
15_17_2013-03-22,17292.443359375
15_17_2013-03-29,17382.521484375
15_17_2013-04-05,16242.5830078125
15_17_2013-04-12,15208.6943359375
15_17_2013-04-19,14268.58203125
15_17_2013-04-26,14853.912109375
15_17_2013-05-03,11714.509765625
15_17_2013-05-10,15736.8564453125
15_17_2013-05-17,15230.45703125
15_17_2013-05-24,12935.1142578125
15_17_2013-05-31,12014.5478515625
15_17_2013-06-07,14546.6875
15_17_2013-06-14,11853.73828125
15_17_2013-06-21,11757.6767578125
15_17_2013-06-28,12905.111328125
15_17_2013-07-05,9443.19921875
15_17_2013-07-12,10973.845703125
15_17_2013-07-19,11542.5341796875
15_17_2013-07-26,11836.205078125
15_18_2012-11-02,11106.783203125
15_18_2012-11-09,12397.5400390625
15_18_2012-11-16,13410.04296875
15_18_2012-11-23,25133.62109375
15_18_2012-11-30,16581.677734375
15_18_2012-12-07,15510.8935546875
15_18_2012-12-14,12867.5419921875
15_18_2012-12-21,13058.8134765625
15_18_2012-12-28,9610.90625
15_18_2013-01-04,9067.912109375
15_18_2013-01-11,11185.421875
15_18_2013-01-18,12183.6728515625
15_18_2013-01-25,13081.9736328125
15_18_2013-02-01,6730.46630859375
15_18_2013-02-08,13386.943359375
15_18_2013-02-15,15194.169921875
15_18_2013-02-22,12915.1318359375
15_18_2013-03-01,13020.708984375
15_18_2013-03-08,13756.294921875
15_18_2013-03-15,13367.5830078125
15_18_2013-03-22,14458.8134765625
15_18_2013-03-29,14548.8916015625
15_18_2013-04-05,13408.953125
15_18_2013-04-12,12375.064453125
15_18_2013-04-19,11434.9501953125
15_18_2013-04-26,12020.2763671875
15_18_2013-05-17,12396.8203125
15_18_2013-05-31,9180.916015625
15_18_2013-06-28,10071.4697265625
15_18_2013-07-19,8708.9091796875
15_19_2012-11-02,3978.754150390625
15_19_2012-11-09,5269.50390625
15_19_2012-11-16,6282.0107421875
15_19_2012-11-23,18005.568359375
15_19_2012-11-30,9453.654296875
15_19_2012-12-07,8382.8603515625
15_19_2012-12-14,5739.51171875
15_19_2012-12-21,5930.78125
15_19_2012-12-28,2482.883544921875
15_19_2013-01-04,1939.88916015625
15_19_2013-01-11,4057.392822265625
15_19_2013-01-18,5055.64208984375
15_19_2013-01-25,5953.94287109375
15_19_2013-02-01,-397.5653076171875
15_19_2013-02-08,6258.91455078125
15_19_2013-02-15,8066.13623046875
15_19_2013-02-22,5787.1025390625
15_19_2013-03-01,5892.681640625
15_19_2013-03-08,6628.26513671875
15_19_2013-03-15,6239.54833984375
15_19_2013-03-22,7330.7822265625
15_19_2013-03-29,7420.85546875
15_19_2013-04-05,6280.9228515625
15_19_2013-04-12,5247.03466796875
15_19_2013-04-19,4306.92041015625
15_19_2013-04-26,4892.2490234375
15_19_2013-05-03,1752.849365234375
15_19_2013-05-10,5775.1923828125
15_19_2013-05-17,5268.7890625
15_19_2013-05-24,2973.44921875
15_19_2013-05-31,2052.88330078125
15_19_2013-06-07,4585.02001953125
15_19_2013-06-14,1892.0792236328125
15_19_2013-06-21,1796.0159912109375
15_19_2013-06-28,2943.445556640625
15_19_2013-07-05,-518.4601440429688
15_19_2013-07-12,1012.183349609375
15_19_2013-07-19,1580.877685546875
15_19_2013-07-26,1874.54443359375
15_20_2012-11-02,9264.1181640625
15_20_2012-11-09,10554.865234375
15_20_2012-11-16,11567.37109375
15_20_2012-11-23,23290.953125
15_20_2012-11-30,14739.0087890625
15_20_2012-12-07,13668.22265625
15_20_2012-12-14,11024.8759765625
15_20_2012-12-21,11216.1435546875
15_20_2012-12-28,7768.24072265625
15_20_2013-01-04,7225.24560546875
15_20_2013-01-11,9342.7509765625
15_20_2013-01-18,10341.0029296875
15_20_2013-01-25,11239.3056640625
15_20_2013-02-01,4887.79736328125
15_20_2013-02-08,11544.2841796875
15_20_2013-02-15,13351.5029296875
15_20_2013-02-22,11072.462890625
15_20_2013-03-01,11178.0400390625
15_20_2013-03-08,11913.62890625
15_20_2013-03-15,11524.9072265625
15_20_2013-03-22,12616.1435546875
15_20_2013-03-29,12706.220703125
15_20_2013-04-05,11566.2822265625
15_20_2013-04-12,10532.392578125
15_20_2013-04-19,9592.2802734375
15_20_2013-04-26,10177.6123046875
15_20_2013-05-03,7038.2109375
15_20_2013-05-10,11060.5537109375
15_20_2013-05-17,10554.1494140625
15_20_2013-05-24,8258.8095703125
15_20_2013-05-31,7338.24853515625
15_20_2013-06-07,9870.38671875
15_20_2013-06-14,7177.43994140625
15_20_2013-06-21,7081.37841796875
15_20_2013-06-28,8228.8046875
15_20_2013-07-05,4766.900390625
15_20_2013-07-12,6297.54541015625
15_20_2013-07-19,6866.2373046875
15_20_2013-07-26,7159.904296875
15_21_2012-11-02,9347.2158203125
15_21_2012-11-09,10637.966796875
15_21_2012-11-16,11650.4697265625
15_21_2012-11-23,23374.037109375
15_21_2012-11-30,14822.11328125
15_21_2012-12-07,13751.32421875
15_21_2012-12-14,11107.970703125
15_21_2012-12-21,11299.2431640625
15_21_2012-12-28,7851.3447265625
15_21_2013-01-04,7308.35009765625
15_21_2013-01-11,9425.8515625
15_21_2013-01-18,10424.1025390625
15_21_2013-01-25,11322.4052734375
15_21_2013-02-01,4970.8994140625
15_21_2013-02-08,11627.373046875
15_21_2013-02-15,13434.6025390625
15_21_2013-02-22,11155.5615234375
15_21_2013-03-01,11261.1416015625
15_21_2013-03-08,11996.72265625
15_21_2013-03-15,11608.0126953125
15_21_2013-03-22,12699.2431640625
15_21_2013-03-29,12789.3154296875
15_21_2013-04-05,11649.3837890625
15_21_2013-04-12,10615.4921875
15_21_2013-04-19,9675.3828125
15_21_2013-04-26,10260.703125
15_21_2013-05-03,7121.3154296875
15_21_2013-05-10,11143.65625
15_21_2013-05-17,10637.248046875
15_21_2013-05-24,8341.912109375
15_21_2013-05-31,7421.3427734375
15_21_2013-06-07,9953.4833984375
15_21_2013-06-14,7260.537109375
15_21_2013-06-21,7164.4755859375
15_21_2013-06-28,8311.9033203125
15_21_2013-07-05,4849.99951171875
15_21_2013-07-12,6380.6455078125
15_21_2013-07-19,6949.33642578125
15_21_2013-07-26,7243.00390625
15_22_2012-11-02,13138.5107421875
15_22_2012-11-09,14429.2607421875
15_22_2012-11-16,15441.76171875
15_22_2012-11-23,27165.337890625
15_22_2012-11-30,18613.40625
15_22_2012-12-07,17542.61328125
15_22_2012-12-14,14899.2666015625
15_22_2012-12-21,15090.537109375
15_22_2012-12-28,11642.63671875
15_22_2013-01-04,11099.638671875
15_22_2013-01-11,13217.142578125
15_22_2013-01-18,14215.396484375
15_22_2013-01-25,15113.6923828125
15_22_2013-02-01,8762.19140625
15_22_2013-02-08,15418.6748046875
15_22_2013-02-15,17225.892578125
15_22_2013-02-22,14946.853515625
15_22_2013-03-01,15052.4326171875
15_22_2013-03-08,15788.021484375
15_22_2013-03-15,15399.2978515625
15_22_2013-03-22,16490.537109375
15_22_2013-03-29,16580.609375
15_22_2013-04-05,15440.6806640625
15_22_2013-04-12,14406.787109375
15_22_2013-04-19,13466.6767578125
15_22_2013-04-26,14052.00390625
15_22_2013-05-03,10912.6044921875
15_22_2013-05-10,14934.9453125
15_22_2013-05-17,14428.54296875
15_22_2013-05-24,12133.205078125
15_22_2013-05-31,11212.63671875
15_22_2013-06-07,13744.7802734375
15_22_2013-06-14,11051.8369140625
15_22_2013-06-21,10955.771484375
15_22_2013-06-28,12103.197265625
15_22_2013-07-05,8641.29296875
15_22_2013-07-12,10171.9375
15_22_2013-07-19,10740.6328125
15_22_2013-07-26,11034.294921875
15_23_2012-11-02,25118.359375
15_23_2012-11-09,26409.125
15_23_2012-11-16,27421.625
15_23_2012-11-23,39145.18359375
15_23_2012-11-30,30593.26171875
15_23_2012-12-07,29522.470703125
15_23_2012-12-14,26879.130859375
15_23_2012-12-21,27070.400390625
15_23_2012-12-28,23622.5
15_23_2013-01-04,23079.498046875
15_23_2013-01-11,25197.01171875
15_23_2013-01-18,26195.248046875
15_23_2013-01-25,27093.546875
15_23_2013-02-01,20742.041015625
15_23_2013-02-08,27398.525390625
15_23_2013-02-15,29205.75
15_23_2013-02-22,26926.712890625
15_23_2013-03-01,27032.283203125
15_23_2013-03-08,27767.8671875
15_23_2013-03-15,27379.162109375
15_23_2013-03-22,28470.39453125
15_23_2013-03-29,28560.4609375
15_23_2013-04-05,27420.5390625
15_23_2013-04-12,26386.6484375
15_23_2013-04-19,25446.529296875
15_23_2013-04-26,26031.873046875
15_23_2013-05-03,22892.458984375
15_23_2013-05-10,26914.802734375
15_23_2013-05-17,26408.40234375
15_23_2013-05-24,24113.060546875
15_23_2013-05-31,23192.4921875
15_23_2013-06-07,25724.63671875
15_23_2013-06-14,23031.6875
15_23_2013-06-21,22935.634765625
15_23_2013-06-28,24083.044921875
15_23_2013-07-05,20621.142578125
15_23_2013-07-12,22151.79296875
15_23_2013-07-19,22720.49609375
15_23_2013-07-26,23014.150390625
15_24_2012-11-02,8824.5185546875
15_24_2012-11-09,10115.26953125
15_24_2012-11-16,11127.7705078125
15_24_2012-11-23,22851.337890625
15_24_2012-11-30,14299.4169921875
15_24_2012-12-07,13228.6240234375
15_24_2012-12-14,10585.275390625
15_24_2012-12-21,10776.55078125
15_24_2012-12-28,7328.646484375
15_24_2013-01-04,6785.65087890625
15_24_2013-01-11,8903.15625
15_24_2013-01-18,9901.4072265625
15_24_2013-01-25,10799.7060546875
15_24_2013-02-01,4448.201171875
15_24_2013-02-08,11104.68359375
15_24_2013-02-15,12911.91015625
15_24_2013-02-22,10632.8671875
15_24_2013-03-01,10738.443359375
15_24_2013-03-08,11474.0302734375
15_24_2013-03-15,11085.3134765625
15_24_2013-03-22,12176.5478515625
15_24_2013-03-29,12266.62109375
15_24_2013-04-05,11126.6884765625
15_24_2013-04-12,10092.79296875
15_24_2013-04-19,9152.68359375
15_24_2013-04-26,9738.013671875
15_24_2013-05-03,6598.6142578125
15_24_2013-05-10,10620.95703125
15_24_2013-05-17,10114.556640625
15_24_2013-05-24,7819.21484375
15_24_2013-05-31,6898.6474609375
15_24_2013-06-07,9430.7861328125
15_24_2013-06-14,6737.84375
15_24_2013-06-21,6641.78076171875
15_24_2013-06-28,7789.20947265625
15_24_2013-07-05,4327.3037109375
15_24_2013-07-12,5857.9462890625
15_24_2013-07-19,6426.64208984375
15_24_2013-07-26,6720.30859375
15_25_2012-11-02,12715.962890625
15_25_2012-11-09,14006.7158203125
15_25_2012-11-16,15019.212890625
15_25_2012-11-23,26742.787109375
15_25_2012-11-30,18190.861328125
15_25_2012-12-07,17120.06640625
15_25_2012-12-14,14476.71875
15_25_2012-12-21,14667.9921875
15_25_2012-12-28,11220.087890625
15_25_2013-01-04,10677.095703125
15_25_2013-01-11,12794.5986328125
15_25_2013-01-18,13792.84765625
15_25_2013-01-25,14691.15234375
15_25_2013-02-01,8339.6396484375
15_25_2013-02-08,14996.1279296875
15_25_2013-02-15,16803.345703125
15_25_2013-02-22,14524.3134765625
15_25_2013-03-01,14629.8857421875
15_25_2013-03-08,15365.46875
15_25_2013-03-15,14976.7587890625
15_25_2013-03-22,16067.9853515625
15_25_2013-03-29,16158.064453125
15_25_2013-04-05,15018.1337890625
15_25_2013-04-12,13984.2451171875
15_25_2013-04-19,13044.123046875
15_25_2013-04-26,13629.4599609375
15_25_2013-05-03,10490.0537109375
15_25_2013-05-10,14512.40234375
15_25_2013-05-17,14005.994140625
15_25_2013-05-24,11710.6533203125
15_25_2013-05-31,10790.09375
15_25_2013-06-07,13322.232421875
15_25_2013-06-14,10629.2861328125
15_25_2013-06-21,10533.2236328125
15_25_2013-06-28,11680.650390625
15_25_2013-07-05,8218.7470703125
15_25_2013-07-12,9749.390625
15_25_2013-07-19,10318.0849609375
15_25_2013-07-26,10611.7490234375
15_26_2012-11-02,10716.90234375
15_26_2012-11-09,12007.658203125
15_26_2012-11-16,13020.1611328125
15_26_2012-11-23,24743.7421875
15_26_2012-11-30,16191.8076171875
15_26_2012-12-07,15121.013671875
15_26_2012-12-14,12477.6611328125
15_26_2012-12-21,12668.9306640625
15_26_2012-12-28,9221.0302734375
15_26_2013-01-04,8678.0341796875
15_26_2013-01-11,10795.5419921875
15_26_2013-01-18,11793.7919921875
15_26_2013-01-25,12692.087890625
15_26_2013-02-01,6340.583984375
15_26_2013-02-08,12997.068359375
15_26_2013-02-15,14804.2783203125
15_26_2013-02-22,12525.2470703125
15_26_2013-03-01,12630.8251953125
15_26_2013-03-08,13366.4208984375
15_26_2013-03-15,12977.697265625
15_26_2013-03-22,14068.9375
15_26_2013-03-29,14159.009765625
15_26_2013-04-05,13019.078125
15_26_2013-04-12,11985.18359375
15_26_2013-04-19,11045.068359375
15_26_2013-04-26,11630.3984375
15_26_2013-05-03,8490.9990234375
15_26_2013-05-10,12513.3408203125
15_26_2013-05-17,12006.939453125
15_26_2013-05-24,9711.5986328125
15_26_2013-05-31,8791.0341796875
15_26_2013-06-07,11323.173828125
15_26_2013-06-14,8630.2275390625
15_26_2013-06-21,8534.1640625
15_26_2013-06-28,9681.591796875
15_26_2013-07-05,6219.68994140625
15_26_2013-07-12,7750.33203125
15_26_2013-07-19,8319.03125
15_26_2013-07-26,8612.6953125
15_27_2012-11-02,5022.48681640625
15_27_2012-11-09,6313.23779296875
15_27_2012-11-16,7325.74267578125
15_27_2012-11-23,19049.30078125
15_27_2012-11-30,10497.3857421875
15_27_2012-12-07,9426.595703125
15_27_2012-12-14,6783.2421875
15_27_2012-12-21,6974.51513671875
15_27_2012-12-28,3526.614990234375
15_27_2013-01-04,2983.621337890625
15_27_2013-01-11,5101.1220703125
15_27_2013-01-18,6099.375
15_27_2013-01-25,6997.67431640625
15_27_2013-02-01,646.16650390625
15_27_2013-02-08,7302.6474609375
15_27_2013-02-15,9109.869140625
15_27_2013-02-22,6830.8291015625
15_27_2013-03-01,6936.41015625
15_27_2013-03-08,7671.99267578125
15_27_2013-03-15,7283.27783203125
15_27_2013-03-22,8374.5107421875
15_27_2013-03-29,8464.58984375
15_27_2013-04-05,7324.6552734375
15_27_2013-04-12,6290.76220703125
15_27_2013-04-19,5350.6513671875
15_27_2013-04-26,5935.98193359375
15_27_2013-05-03,2796.58154296875
15_27_2013-05-10,6818.92578125
15_27_2013-05-17,6312.5185546875
15_27_2013-05-24,4017.181396484375
15_27_2013-05-31,3096.614501953125
15_27_2013-06-07,5628.75244140625
15_27_2013-06-14,2935.808349609375
15_27_2013-06-21,2839.745361328125
15_27_2013-06-28,3987.17431640625
15_27_2013-07-05,525.27099609375
15_27_2013-07-12,2055.914306640625
15_27_2013-07-19,2624.609375
15_27_2013-07-26,2918.27392578125
15_28_2012-11-02,4957.07568359375
15_28_2012-11-09,6247.82470703125
15_28_2012-11-16,7260.32763671875
15_28_2012-11-23,18983.880859375
15_28_2012-11-30,10431.9765625
15_28_2012-12-07,9361.1767578125
15_28_2012-12-14,6717.83203125
15_28_2012-12-21,6909.1025390625
15_28_2012-12-28,3461.20263671875
15_28_2013-01-04,2918.208984375
15_28_2013-01-11,5035.71142578125
15_28_2013-01-18,6033.95849609375
15_28_2013-01-25,6932.26416015625
15_28_2013-02-01,580.7533569335938
15_28_2013-02-08,7237.236328125
15_28_2013-02-15,9044.4560546875
15_28_2013-02-22,6765.41748046875
15_28_2013-03-01,6870.99853515625
15_28_2013-03-08,7606.58251953125
15_28_2013-03-15,7217.86572265625
15_28_2013-03-22,8309.099609375
15_28_2013-03-29,8399.1767578125
15_28_2013-04-05,7259.2421875
15_28_2013-04-12,6225.3515625
15_28_2013-04-19,5285.23583984375
15_28_2013-04-26,5870.5654296875
15_28_2013-05-03,2731.16845703125
15_28_2013-05-10,6753.5107421875
15_28_2013-05-17,6247.1044921875
15_28_2013-05-24,3951.77099609375
15_28_2013-05-31,3031.204833984375
15_28_2013-06-07,5563.3408203125
15_28_2013-06-14,2870.3955078125
15_28_2013-06-21,2774.33349609375
15_28_2013-06-28,3921.761474609375
15_28_2013-07-05,459.8583984375
15_28_2013-07-12,1990.501953125
15_28_2013-07-19,2559.197021484375
15_28_2013-07-26,2852.863037109375
15_29_2012-11-02,7977.52734375
15_29_2012-11-09,9268.27734375
15_29_2012-11-16,10280.7841796875
15_29_2012-11-23,22004.36328125
15_29_2012-11-30,13452.4228515625
15_29_2012-12-07,12381.6318359375
15_29_2012-12-14,9738.2822265625
15_29_2012-12-21,9929.556640625
15_29_2012-12-28,6481.6572265625
15_29_2013-01-04,5938.6591796875
15_29_2013-01-11,8056.16015625
15_29_2013-01-18,9054.41015625
15_29_2013-01-25,9952.7216796875
15_29_2013-02-01,3601.205810546875
15_29_2013-02-08,10257.685546875
15_29_2013-02-15,12064.9033203125
15_29_2013-02-22,9785.8779296875
15_29_2013-03-01,9891.4462890625
15_29_2013-03-08,10627.03515625
15_29_2013-03-15,10238.3173828125
15_29_2013-03-22,11329.5537109375
15_29_2013-03-29,11419.6318359375
15_29_2013-04-05,10279.6982421875
15_29_2013-04-12,9245.802734375
15_29_2013-04-19,8305.689453125
15_29_2013-04-26,8891.0224609375
15_29_2013-05-03,5751.623046875
15_29_2013-05-10,9773.96484375
15_29_2013-05-17,9267.5615234375
15_29_2013-05-24,6972.22265625
15_29_2013-05-31,6051.65576171875
15_29_2013-06-07,8583.79296875
15_29_2013-06-14,5890.84716796875
15_29_2013-06-21,5794.7880859375
15_29_2013-06-28,6942.21337890625
15_29_2013-07-05,3480.31005859375
15_29_2013-07-12,5010.9580078125
15_29_2013-07-19,5579.650390625
15_29_2013-07-26,5873.31396484375
15_30_2012-11-02,6621.59033203125
15_30_2012-11-09,7912.3427734375
15_30_2012-11-16,8924.8427734375
15_30_2012-11-23,20648.40625
15_30_2012-11-30,12096.4912109375
15_30_2012-12-07,11025.6962890625
15_30_2012-12-14,8382.3466796875
15_30_2012-12-21,8573.6220703125
15_30_2012-12-28,5125.7197265625
15_30_2013-01-04,4582.72509765625
15_30_2013-01-11,6700.22607421875
15_30_2013-01-18,7698.4794921875
15_30_2013-01-25,8596.7783203125
15_30_2013-02-01,2245.268798828125
15_30_2013-02-08,8901.751953125
15_30_2013-02-15,10708.9765625
15_30_2013-02-22,8429.9375
15_30_2013-03-01,8535.515625
15_30_2013-03-08,9271.1005859375
15_30_2013-03-15,8882.3837890625
15_30_2013-03-22,9973.6181640625
15_30_2013-03-29,10063.693359375
15_30_2013-04-05,8923.7578125
15_30_2013-04-12,7889.8671875
15_30_2013-04-19,6949.751953125
15_30_2013-04-26,7535.08349609375
15_30_2013-05-03,4395.68408203125
15_30_2013-05-10,8418.0302734375
15_30_2013-05-17,7911.6259765625
15_30_2013-05-24,5616.28515625
15_30_2013-05-31,4695.71728515625
15_30_2013-06-07,7227.85791015625
15_30_2013-06-14,4534.9130859375
15_30_2013-06-21,4438.85009765625
15_30_2013-06-28,5586.27880859375
15_30_2013-07-05,2124.374755859375
15_30_2013-07-12,3655.018798828125
15_30_2013-07-19,4223.712890625
15_30_2013-07-26,4517.38037109375
15_31_2012-11-02,6358.5244140625
15_31_2012-11-09,7649.2744140625
15_31_2012-11-16,8661.7744140625
15_31_2012-11-23,20385.33203125
15_31_2012-11-30,11833.423828125
15_31_2012-12-07,10762.626953125
15_31_2012-12-14,8119.2802734375
15_31_2012-12-21,8310.5546875
15_31_2012-12-28,4862.6533203125
15_31_2013-01-04,4319.65966796875
15_31_2013-01-11,6437.16259765625
15_31_2013-01-18,7435.4111328125
15_31_2013-01-25,8333.71484375
15_31_2013-02-01,1982.203857421875
15_31_2013-02-08,8638.685546875
15_31_2013-02-15,10445.9052734375
15_31_2013-02-22,8166.87353515625
15_31_2013-03-01,8272.4482421875
15_31_2013-03-08,9008.033203125
15_31_2013-03-15,8619.318359375
15_31_2013-03-22,9710.552734375
15_31_2013-03-29,9800.6298828125
15_31_2013-04-05,8660.6923828125
15_31_2013-04-12,7626.80322265625
15_31_2013-04-19,6686.68896484375
15_31_2013-04-26,7272.0166015625
15_31_2013-05-03,4132.61767578125
15_31_2013-05-10,8154.9619140625
15_31_2013-05-17,7648.55810546875
15_31_2013-05-24,5353.22314453125
15_31_2013-05-31,4432.65234375
15_31_2013-06-07,6964.79345703125
15_31_2013-06-14,4271.845703125
15_31_2013-06-21,4175.78369140625
15_31_2013-06-28,5323.212890625
15_31_2013-07-05,1861.3095703125
15_31_2013-07-12,3391.952880859375
15_31_2013-07-19,3960.648193359375
15_31_2013-07-26,4254.31298828125
15_32_2012-11-02,10213.2509765625
15_32_2012-11-09,11504.0009765625
15_32_2012-11-16,12516.5068359375
15_32_2012-11-23,24240.091796875
15_32_2012-11-30,15688.150390625
15_32_2012-12-07,14617.3564453125
15_32_2012-12-14,11974.01171875
15_32_2012-12-21,12165.2802734375
15_32_2012-12-28,8717.3828125
15_32_2013-01-04,8174.38720703125
15_32_2013-01-11,10291.888671875
15_32_2013-01-18,11290.1357421875
15_32_2013-01-25,12188.44140625
15_32_2013-02-01,5836.93359375
15_32_2013-02-08,12493.4140625
15_32_2013-02-15,14300.6376953125
15_32_2013-02-22,12021.599609375
15_32_2013-03-01,12127.181640625
15_32_2013-03-08,12862.763671875
15_32_2013-03-15,12474.0517578125
15_32_2013-03-22,13565.2841796875
15_32_2013-03-29,13655.3544921875
15_32_2013-04-05,12515.421875
15_32_2013-04-12,11481.53125
15_32_2013-04-19,10541.4150390625
15_32_2013-04-26,11126.7451171875
15_32_2013-05-03,7987.3466796875
15_32_2013-05-10,12009.693359375
15_32_2013-05-17,11503.287109375
15_32_2013-05-24,9207.9501953125
15_32_2013-05-31,8287.384765625
15_32_2013-06-07,10819.525390625
15_32_2013-06-14,8126.57275390625
15_32_2013-06-21,8030.5126953125
15_32_2013-06-28,9177.9404296875
15_32_2013-07-05,5716.03759765625
15_32_2013-07-12,7246.6845703125
15_32_2013-07-19,7815.37890625
15_32_2013-07-26,8109.04150390625
15_33_2012-11-02,8974.587890625
15_33_2012-11-09,10265.3447265625
15_33_2012-11-16,11277.84765625
15_33_2012-11-23,23001.443359375
15_33_2012-11-30,14449.4892578125
15_33_2012-12-07,13378.697265625
15_33_2012-12-14,10735.349609375
15_33_2012-12-21,10926.623046875
15_33_2012-12-28,7478.72216796875
15_33_2013-01-04,6935.72314453125
15_33_2013-01-11,9053.228515625
15_33_2013-01-18,10051.478515625
15_33_2013-01-25,10949.783203125
15_33_2013-02-01,4598.27587890625
15_33_2013-02-08,11254.7568359375
15_33_2013-02-15,13061.97265625
15_33_2013-02-22,10782.939453125
15_33_2013-03-01,10888.521484375
15_33_2013-03-08,11624.1044921875
15_33_2013-03-15,11235.384765625
15_33_2013-03-22,12326.6162109375
15_33_2013-03-29,12416.6953125
15_33_2013-04-05,11276.763671875
15_33_2013-04-12,10242.8720703125
